Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score,Line
0.6705,0.116,0.0,0.884,"a view to providing a summary of progress made in the process to formulate and implement national adaptation plans ; ( e ) to request the least developed countries expert group , in collaboration with the adaptation committee and with the support of the secretariat , to prepare a report on the mee"
0.8271,0.186,0.0,0.814,"y developed country parties , in accordance with decision 1/cp.16 , including financial contributions made to the green climate fund , the least developed countries fun d and the adaptation fund , providing further clarity to and predictability of public climate finance flows from 2015 to 2020 ; 1"
0.6808,0.118,0.0,0.882,"he implementation of the sixth replenishment of the global environment facility,1 also welcoming the pledges and contributions made to the least developed countries fund and the special climate change fund , noting the recommendations of the s tanding committee on finance contained in its report to"
0.3182,0.056,0.0,0.944,"global environment facility,2 1. notes that the global environment facility has supported i mplementation of the remaining elements of the least developed countries work programme , including the update and implementation of national adaptation programmes of action , by providing funding to project"
0.7964,0.168,0.0,0.832,ages additional voluntary financial contributions to provide support for the national adaptation plan process through contributions to the least developed countries fund and the special climate change fund ; 5. welcomes the addition of eight project agencies to the network of the global environment
0.0,0.0,0.0,1.0,"environment facility ; 6. notes that the independent evaluation office of the global environment facility is carrying out a review of the least developed countries fund ; 1 fccc/cp/2015/4 and add.1 . 2 fccc/cp/2015/8 , annex v. 3 see global environment facility document gef/a.5/07/rev.01 . availab"
0.0,0.0,0.0,1.0,"ession ( november 2016 ) ; 8. requests the global environment facility to carry out a t echnical review of the programme priorities of the least developed countries fund , taking into account the independent review referred to in paragraph 6 above , and to focus the technical review on , inter alia"
0.0,0.0,0.0,1.0,"the technical review on , inter alia : ( a ) undertaking pilot concrete climate change acti vities that are particularly relevant for the least developed countries ; ( b ) enhancing longer -term institutional capacity to design and execute the activities referred to in paragraph 8 ( a ) above ; 9."
0.4019,0.058,0.0,0.942,"the implementation of the activities referred to in decision 1/cp.16 , paragraph 70 ........ 15 19/cp . 21 extension of the mandate of the least developed countries expert group .............. 16 20/cp.21 technical review in 2016 of greenhouse gas inventories from parties included in annex i to the"
0.7964,0.182,0.0,0.818,"ces continues to be a challenge for the implementation of article 6 of the convention for parties , in particu lar african countries , the least developed countries and small island developing states , reaffirming the importance of taking into account gender aspects and the need to promote the effe"
0.4019,0.07,0.0,0.93,"enary meeting 10 december 2015 1 < http : //unfccc.int/4531 > . fccc/cp/2015/10/add.3 16 decision 19/cp.21 extension of the mandate of the least developed countries expert group the conference of the parties , recalling decisions 5/cp.7 , 7/cp.7 , 27/cp.7 , 28/cp.7 , 29/cp.7 , 7/cp.9 , 4/cp.10 , 4/"
0.4019,0.065,0.0,0.935,".10 , 4/cp.11 , 8/cp.13 , 6/cp.16 , 3/cp.17 , 5/cp.17 , 12/cp.18 and 3/cp.20 , recognizing the specific needs and special situation of the least developed countries under article 4 , paragraph 9 , of the convention , having considered the reports on the meetings of the least developed countries exp"
0.4019,0.058,0.0,0.942,"of the least developed countries under article 4 , paragraph 9 , of the convention , having considered the reports on the meetings of the least developed countries expert group , the views of parties on the work of the least developed countries expert group , t he report on the stocktaking meeting"
0.4019,0.053,0.0,0.947,"on , having considered the reports on the meetings of the least developed countries expert group , the views of parties on the work of the least developed countries expert group , t he report on the stocktaking meeting on the work of the least developed countries expert group and the synthesis repo"
0.6705,0.105,0.0,0.895,"the views of parties on the work of the least developed countries expert group , t he report on the stocktaking meeting on the work of the least developed countries expert group and the synthesis report on the progress , need for continuation and terms of reference of the least developed countries"
0.6486,0.11,0.0,0.89,"the least developed countries expert group and the synthesis report on the progress , need for continuation and terms of reference of the least developed countries expert group,1 noting the importance of t he least developed countries expert group as a body that provides high -quality and relevant"
0.6597,0.112,0.0,0.888,"rtance of t he least developed countries expert group as a body that provides high -quality and relevant information on adaptation for the least developed countries , also noting that the least developed country parties continue to require support for , inter alia , the p rocess to formulate and im"
0.5719,0.101,0.0,0.899,"ent national adaptation plans , engagement with the green climate fund , regional approaches to adaptation , and the implementation of the least developed countries work programme , 1. decides to extend the mandate of the least devel oped countries expert group under its current terms of reference"
0.1779,0.036,0.0,0.964,des to extend the mandate of the least devel oped countries expert group under its current terms of reference ; 2 2. also decides that the least developed countries expert group should be mandated to provide technical guidance and advice on : ( a ) the integration of climate change adaptation into
0.7783,0.154,0.0,0.846,"eement and the decisions adopted by the conference of the parties at its twenty -first session , as determined by parties ; 3. invites the least developed countries expert group to consider the need to update the least developed countries work programme and to make recommendations for consideration"
0.6249,0.108,0.0,0.892,"wenty -first session , as determined by parties ; 3. invites the least developed countries expert group to consider the need to update the least developed countries work programme and to make recommendations for consideration by the subsidiary body for implementation at its forty -eighth session ("
0.4019,0.059,0.0,0.941,"ations being forwarded to the conference of the parties at its twenty -fourth session ( november 2018 ) , as appropriate ; 4. requests the least developed countries expert group , in accordance with paragraphs 1 and 2 above , when developing its two -year rolling work programme to take into account"
0.1531,0.034,0.0,0.966,"ke into account the compilation of elements contained in annex i to document fcc c/sbi/2015/8 and the compilation of gaps and needs in the least developed countries , considered at this session ; 4 5. also requests the least developed countries expert group to invite the green climate fund secretar"
0.1531,0.036,0.0,0.964,"c/sbi/2015/8 and the compilation of gaps and needs in the least developed countries , considered at this session ; 4 5. also requests the least developed countries expert group to invite the green climate fund secretariat to its meetings , as appropriate ; 6. furthe r requests the least developed"
0.6249,0.138,0.0,0.862,"developed countries expert group to invite the green climate fund secretariat to its meetings , as appropriate ; 6. furthe r requests the least developed countries expert group , recognizing its good collaboration with the global environment facility , to continue to invite the global environment"
0.7003,0.142,0.0,0.858,", including by inviting members of these bodies to participate , as appropriate , in its meetings ; 8. decides that the membership of the least developed countries exper t group should remain at 13 members ; 9. encourages the least developed countries expert group to invite representatives of regi"
0.5423,0.097,0.0,0.903,"s meetings ; 8. decides that the membership of the least developed countries exper t group should remain at 13 members ; 9. encourages the least developed countries expert group to invite representatives of regional centres or networks to its meetings as observers , as appropriate ; 10. also encour"
0.6249,0.127,0.0,0.873,"rt group to invite representatives of regional centres or networks to its meetings as observers , as appropriate ; 10. also encourages the least developed countries expert group to invite relevant regional centres to nominate one focal point each for the least developed countries expert group with"
0.5423,0.095,0.0,0.905,0. also encourages the least developed countries expert group to invite relevant regional centres to nominate one focal point each for the least developed countries expert group with a view to enhancing collaboration with those centres ; 11. invites the least developed countries expert group to inv
0.5106,0.095,0.0,0.905,"ocal point each for the least developed countries expert group with a view to enhancing collaboration with those centres ; 11. invites the least developed countries expert group to invite representatives of global programmes , projects and/or networks that support the process to formulate and imple"
0.6369,0.108,0.0,0.892,"xperiences and lessons learned ; 12. decides that , in accordance with decision 7/cp.9 , paragraph 2 , new experts may be nominated to the least developed countries expert group or existing members of the group may continue in office , as determined by the respective regions or groups , taking into"
0.4215,0.06,0.0,0.94,"ragraph 2 ; 13. also decides to review , at its twenty -sixth session , the progress , need for continuation and terms of reference of the least developed countries expert group , with a view to adopting a decision thereon , taking into account , as appropriate , new processes and needs that may ar"
0.4019,0.055,0.0,0.945,"ry body for implementation to init iate the re view referred to in paragraph 13 above at its fifty - second session : ( a ) to request the least developed countries expert group to convene before june 2020 , with the assistance of the secretariat , a meeting with representatives of parties and rele"
0.5106,0.099,0.0,0.901,", fccc/sbi/2015/inf.6 and fccc/sbi/2015/inf.14 . fccc/cp/2015/10/add.3 18 ( b ) to invite parties to submit their views on the work of the least developed countries expert group via the submissions portal5 by 1 february 2020 , for consideration by the subsidiary bo dy for implementation at its fif"
0.6705,0.113,0.0,0.887,"iew ; ( d ) to request the secretariat to prepare a synthesis report on the progress , need for continuation and terms of reference of the least developed countries expert group based on submissions from parties , reports of the least developed countries expert gr oup , the report of the stocktakin"
0.4019,0.059,0.0,0.941,"d for continuation and terms of reference of the least developed countries expert group based on submissions from parties , reports of the least developed countries expert gr oup , the report of the stocktaking meeting referred to in paragraph 1 4 ( c ) above and other relevant information for cons"
0.0,0.0,0.0,1.0,"lementation at its fifty-second session , as input to the review ; 15. requests the secretariat to cont inue to facilitate the work of the least developed countries expert group . 10th plenary meeting 10 december 2015 5 < http : //www.unfccc.int/5900 > . fccc/cp/2015/10/add.3 19 decision 2 0/cp.21"
0.8271,0.175,0.0,0.825,"and adaptation to climate change 1 301 172 23 supporting the implementation of the cancun adaptation framework 5 340 425 24 supporting the least developed countries and the least developed countries expert group 3 389 096 25 supporting activities relating to climate change science , research and sy"
0.8271,0.175,0.0,0.825,"301 172 23 supporting the implementation of the cancun adaptation framework 5 340 425 24 supporting the least developed countries and the least developed countries expert group 3 389 096 25 supporting activities relating to climate change science , research and systematic observation 534 230 26 su"
0.4215,0.064,0.0,0.936,hall serve in their personal capacity : ( a ) two members from each of the five united nations regional groups ; ( b ) one member from the least developed countries ; ( c ) one member from the small island developing states . 3. six representatives from bodies established unde r the convention and
-0.2263,0.0,0.048,0.952,"boration between the adaptation committee and other constituted bodies and institutional arrangements under the convention , including the least developed countries expert group , the nairobi work programme on impacts , vulnerability and adaptation to climate change , the tec hnology executive comm"
0.0,0.0,0.0,1.0,"examination process on adaptation , consisting of members of the standing committee on finance , the technology executive committee , the least developed countries expe rt group and observer constituencies ; 7. requests the adaptation committee , in conducting the technical examination process on"
0.8176,0.187,0.0,0.813,"3/cp.17 , 5/cp.17 , 12/cp.18 , 18/cp.19 , 3/cp.20 , 1/cp.21 and 4/cp.21 , welcoming the progress made by the adaptation committee and the least developed countries expert group in the fulfilment o f their respective mandates relating to providing information on accessing funding from the green cli"
0.4588,0.062,0.0,0.938,in paragraph 4 above in order to advance the formulation of their national adaptation plans ; 7. requests the adaptation committee and the least developed countries expert group to continue their respecti ve engagement with the green climate fund and to continue to include information on that engag
0.9485,0.293,0.0,0.707,"aptat ion plans were technically cleared by the global environment facility but , as at 10 november 2016 , were awaiting funding under the least developed countries fund ; 10. encourages developed country parties to contribute to the least developed countries fund and the special climate change fun"
0.891,0.234,0.0,0.766,"mber 2016 , were awaiting funding under the least developed countries fund ; 10. encourages developed country parties to contribute to the least developed countries fund and the special climate change fund and invites additional voluntary financial contributions to the least developed countries fun"
0.7845,0.168,0.0,0.832,"to the least developed countries fund and the special climate change fund and invites additional voluntary financial contributions to the least developed countries fund , the special climate change fund and other funds under the financial mechanism , as appropriate , recognizing the importance of"
0.7425,0.168,0.0,0.832,"to be further enhanced ; ( d ) access to adaptation finance remains a challenge , particularly for small island developing states and the least developed countries ; ( e ) better information needs to be generated for more efficient planning , including through enhanced tracking of adaptation fl ow"
0.9062,0.281,0.0,0.719,"and efficient application and approval procedures , and through continued readiness support to developing country parties , including the least developed countries and small island developing states , as ap propriate , and in accordance with board decisions ; 3 in decision 1/cp.16 , paragraph 70 ,"
0.7717,0.161,0.0,0.839,"urages the board to implement its decision b.04/08 to develop modalities to support a ctivities enabling private sector involvement in the least developed countries and small island developing states , and to seek opportunities to engage with the private sector , including local actors , on adaptat"
0.5574,0.095,0.0,0.905,"facility to the conference of the parties and its addend a report s , including on the technical review of the programme priorities of the least developed countries fund,1 noting the draft decision on the guidance to the global environment facility prepared by the standing committee on finance , as"
0.4215,0.064,0.0,0.936,"al mechanism of the convention , in its seventh replenishment programming , to continue to assist developing countries , in particular the least developed countries and small island developing states , in accessing resources in an efficient manner ; 4. also reque sts the global environment facility"
0.6486,0.117,0.0,0.883,"enishment , and to conti nue to promote synergies across its focal areas ; 14. welcomes the conclusions of the “ program evaluation of the least developed countries fund ” by the global environment facility ’ s independent evaluation office ; 7 15. requests the global environment facility , as t he"
0.2023,0.04,0.0,0.96,"he global environment facility , as t he operating entity of the financial mechanism of the convention entrusted with the operation of the least developed countries fund , to continue to enhance capacity development in the least developed countries for the development of project proposals with a fo"
0.2023,0.042,0.0,0.958,"of the convention entrusted with the operation of the least developed countries fund , to continue to enhance capacity development in the least developed countries for the development of project proposals with a focus on identifying potential funding sources , both national and international , and"
0.6808,0.128,0.0,0.872,"6. encourages the global environment facility to continue to track , review and report on the sustainability of projec t outcomes from the least developed countries fund and the special climate change fund ; 4 global environment facility document gef/c.50/05 . 5 global environment facility document"
-0.2263,0.054,0.072,0.875,"ronment facility ( gef ) to the cop on its activities as an operating entity of the financial mechanism , including the information on the least developed countries fund and the special climate change fund , and other relevant gef po licy and information documents ; ( e ) the reports from the gef i"
0.4019,0.062,0.0,0.938,"e from 2014 to 2020 , including any available information on quantitative and qualitative elements of a pathway ; ( n ) the reports of the least developed countries expert group and the consultative group of experts on national communications from parties not included in annex i to the convention ."
0.6597,0.114,0.0,0.886,"y to continue to provide financial resources to parties not included in annex i to the conv ention , in particular african countries , the least developed countries and small island developing states , in order to support activities related to the implementation of article 6 of the convention ; 12."
0.886,0.231,0.0,0.769,"imate finance ; 8. welcomes with appreciation the pledges and announcements of parties , including pledges to the green climate fund , the least developed countries fund and the adaptation fund , and of international financial institutions , which provide further clarity to and predictability of cl"
0.0,0.0,0.0,1.0,"n africa received just 9 per cent of mdb financing but 30 per cent of bilateral finance reported to oecd . 42. with regard to flows to the least developed countries ( ldcs ) and small island developing states ( sids ) in the period 2015 –2016 , funding directed at the ldcs represented 24 per cent o"
0.8658,0.195,0.0,0.805,ence to suggest that the alignment of administrative functions between funds ( e.g . the global environment facility administration of the least developed countries fund and special climate change fund ) offers the best opportunity to keep administrativ e costs down . this is essential in order to
0.802,0.163,0.0,0.837,"f progress on adaptation ; 9. notes that funding has been made available for developing country parties under the green climate fund , the least developed countries fund and the special climate change fund for the process to formulate and implement national adaptation plans , and that other channel"
0.7003,0.112,0.0,0.888,"and/or other adaptation planning processes amounting to usd 81 million , of which 6 proposals , amounting to usd 15 million , are from the least developed countries ; 11. also welcomes the approval by the least devel oped countries fund of 11 proposals , as at 30 september 2018 , from the least dev"
0.802,0.151,0.0,0.849,"ped countries ; 11. also welcomes the approval by the least devel oped countries fund of 11 proposals , as at 30 september 2018 , from the least developed countries for funding for the process to formulate and implement national adaptation plans amounting to usd 55 million ; 12. notes the value of"
0.9432,0.293,0.0,0.707,g engagement of the agrifood sector in resilience to climate change ; 4 14. welcomes the progress made by the adaptation committee and the least developed countries expert group in th eir respective engagement with the green climate fund on ways to enhance the process of accessing support for the f
0.0,0.0,0.0,1.0,"ion plans and within its existing mandate and workplan , to consider gaps and needs that have been identified through relevant work of the least developed countries expert group and the adaptation committee and how to address them , and include relevant information thereon in its annual report for"
-0.5574,0.033,0.13,0.837,"affected by and at risk of displacement related to the adverse impacts of climate cha nge ; ( e ) invite the adaptation committee and the least developed countries expert group , in accordance with their mandates and workplans , and in collaboration with the executive committee , to assist develop"
0.4019,0.065,0.0,0.935,"1 , 8/cp.13 , 6/cp.16 , 5/cp.17 , 12/cp.18 , 3/cp.20 , 4/cp.21 and 19/cp.21 , recognizing the specific needs and special situations of the least developed countries referred to in article 4 , paragraph 9 , of the convention , having considered the report on the 33rd meeting of the least developed c"
0.4019,0.06,0.0,0.94,"t developed countries referred to in article 4 , paragraph 9 , of the convention , having considered the report on the 33rd meeting of the least developed countries expert group and the views of parties on the least developed countries work programme , acknowledging that , because of their developm"
0.2263,0.087,0.046,0.868,"onvention , having considered the report on the 33rd meeting of the least developed countries expert group and the views of parties on the least developed countries work programme , acknowledging that , because of their development status , climate change risks magnify the development challenges fo"
0.6808,0.198,0.062,0.741,"nt challenges for the least developed country parties , also acknowledging that the human , infrastructural and economic conditions of the least developed countries severely limit their capacities to participate effectively in the climate change process , noting the particular support needs of the"
0.802,0.215,0.057,0.728,"ries severely limit their capacities to participate effectively in the climate change process , noting the particular support needs of the least developed countries with respect to addressing climate change , and the importance of the least developed countries work programme in this regard , also n"
0.8074,0.168,0.0,0.832,"noting the particular support needs of the least developed countries with respect to addressing climate change , and the importance of the least developed countries work programme in this regard , also noting the relevance of climate change action to the achievement of the sustainable development g"
0.4019,0.059,0.0,0.941,"n for the implementation of the elements of the work programme for the implementation of article 4 , paragraph 9 , of the convention ( the least developed countries work programme ) contained in decision 5/cp.7 , paragraphs 11 –17 ; 2. takes note of the support provided to the least developed count"
0.4019,0.058,0.0,0.942,"least developed countries work programme ) contained in decision 5/cp.7 , paragraphs 11 –17 ; 2. takes note of the support provided to the least developed countries for the process to formulate and implement national adaptation plans ; 2 3. decides to update the elements of the least developed coun"
0.0,0.0,0.0,1.0,"east developed countries for the process to formulate and implement national adaptation plans ; 2 3. decides to update the elements of the least developed countries work programme as listed below in order to reflect the needs of the lea st developed countries , taking full account of the numerous g"
0.7003,0.136,0.0,0.864,"rties ; ( b ) continue providing training , as needed , in negotiating skills and language to develop the capacity of negotiators from the least developed countries to participate effectively in the climate change process ; ( c ) supporting the process to formulate and implement nationa l adaptatio"
0.7096,0.123,0.0,0.877,"n and the paris agreement , as needed ; 4. notes that support for the work programme should come from a variety of sources , including the least developed countries fund,3 the global environment facility , the green climate fund , and other bilateral and mu ltilateral sources within their respectiv"
0.891,0.229,0.0,0.771,"and other bilateral and mu ltilateral sources within their respective mandates , and the private sector , as appropriate ; 5. requests the least developed countries expert group to support , and encourages other relevant bodies and programmes under and outside the convention and the paris agreement"
0.6808,0.12,0.0,0.88,"uding united nations entities , to assist with , in accordance with their respective mandates , as appropriate , the implementation of the least developed countries work programme and to include information on this in their reports , as appropria te ; 6. also requests the least developed countries"
0.3818,0.057,0.0,0.943,"the least developed countries work programme and to include information on this in their reports , as appropria te ; 6. also requests the least developed countries expert group to continue considering ways to promote south –south cooperation in the implementation of the least developed countries w"
0.3818,0.062,0.0,0.938,"s the least developed countries expert group to continue considering ways to promote south –south cooperation in the implementation of the least developed countries work programme . 7th plenary meeting 13 december 2018 3 see decision 5/cp.7 , paragraph 12. fccc/cp/2018/ 10/add.2 9 decision 17/cp.24"
0.2975,0.136,0.093,0.771,"y those that are particularly vulnerable to the adverse effects of climate change and have significant capaci ty constraints , such as the least developed countries and small island developing states , considering the need for public and grant -based resources for adaptation ; 15. underlines the es"
0.8519,0.213,0.0,0.787,", as well as funds to support the participation of grass -roots local and indigenous peoples ’ communities from developing countries , the least developed countries and small island developing states , and encourage parti es and relevant organizations to share information on travel funding leading"
0.0,0.0,0.0,1.0,"be composed of 14 members , of which : ( a ) two members from each of the five u nited nations regional groups ; ( b ) one member from the least developed countries ; ( c ) one member from the small island developing states ; ( d ) two members from relevant intergovernmental organizations.1 5. by t"
0.7184,0.136,0.0,0.864,"overlapping with the previous reporting periods , including , as appropriate , the following : ( a ) the global environment facility , the least developed countries fund , the special climate change f und , the adaptation fund , the green climate fund and the unfccc trust fund for supplementary act"
0.0772,0.027,0.0,0.973,"bringing th e total number of submitted national adaptation plans to 17 ; 1 2. takes note of the work of the a daptation committee and the least developed countries expert group on gaps and needs related to the process to formulate and implement national adaptation plans , including the gaps and ne"
0.0,0.0,0.0,1.0,"on at its forty -seventh session ; 3 3. requests the a daptation committee , through its task force on national adaptation plans , and the least developed countries expert group to continue to include in their report s information on the gaps and needs related to the process to formulate and implem"
0.0,0.0,0.0,1.0,on how to address them ; 4. invites constituted bodies and other organizations to provide informat ion to the adaptation committee and the least developed countries expert group on activities unde rtaken to address gaps and needs related to the process to formulate and implement national adaptation
0.0,0.0,0.0,1.0,"mentation , at its fifty -third session ( n ovember 2020 ) , to consider information from the reports of the a daptation committee and the least developed countries expert group , including on gaps and needs and the implementation of national adaptation plans , and to take further action as appropr"
0.2732,0.046,0.0,0.954,"network and the technology executive committee ; ( k ) the collaboration between the green climate fund , the adaptation committee and the least developed countries expert group ; ( l ) the steps agreed at the 24th meeting of the board to finalize , at the 25th meeting of the board , the draft stra"
0.9349,0.286,0.0,0.714,"val of climate change projects and programmes approved during the reporting period under the global environm ent facility trust fund , the least developed countries fund and the special climate change fund ; ( b ) the approval of minimum requirements fo r global environment facility trust fund agen"
0.7964,0.162,0.0,0.838,"icy on monitoring6 and the evaluation policy ; 7 3. welcomes with appreci ation the contributions made by developed country parties to the least developed countries fund during the reporting period , amounting to usd 184 million,8 and the contribution made by switzerland to the special climate chan"
-0.5423,0.0,0.074,0.926,ment facility to consider : ( a ) exploring ways to include in the fourth phase of the global project on technology needs ass essments the least developed countries and small island developing states that have never undertaken a t echnology needs assessment and have not been included in the fourth
0.0,0.0,0.0,1.0,"ntries in collecting and managing information and data on adaptation ; 10. requests the global environment facility , in administering the least developed countries fund , to continue facilitating the smooth transition of countries graduating from least develop ed country status by continuing to pr"
0.6808,0.12,0.0,0.88,g the smooth transition of countries graduating from least develop ed country status by continuing to provide approved funding through the least developed countries fund until the completion of projects approved by the least developed countries fund council prior to those countries ’ graduation fro
0.6808,0.118,0.0,0.882,atus by continuing to provide approved funding through the least developed countries fund until the completion of projects approved by the least developed countries fund council prior to those countries ’ graduation from least developed country status ; 11. takes note of decision 7/cma.2 and decide
0.0258,0.05,0.0,0.95,"plans ................................................................................................ 27 10/cp.27 matters relating to the least developed countries ............................................................ 29 11/cp.27 santiago network for averting , minimizing and addressing los"
0.6808,0.126,0.0,0.874,"luding for the formulation and implementation of national adaptation plans and adaptation communication s ; 23. highlights the role of the least developed countries fund and the special climate change fund in supporting actions by developing countries to address climate change , 7 decision 1/cp.26"
0.4019,0.062,0.0,0.938,) three members from latin america and the caribbean ; ( d ) two members from small island developing states ; ( e ) two members from the least developed countries ; ( f ) one member from a developing country party not included in the categories listed above . iii . modalities of work 5. the trans
0.4019,0.062,0.0,0.938,"of constituted bodies , the operating entities of the financial mechanism , 6 the adaptation fund , the special climate change fund , the least developed countries fund and observer organizations in works hops under the koronivia joint work on agriculture ; 6. acknowledges that the koronivia joint"
